player,position,opponent,expected_points,salary,ex_ppd,week,TEAM,OPP,MATCHUP,Start_Sit,Online_proj,rk_rec,yds_rec,tgt_rec,day_rec,g_number_rec,date_rec,age_rec,team_rec,home_away_rec,opp_rec,result_rec,tgt_2_rec,rec_rec,yds_2_rec,y_r_rec,td_rec,ctch_percent_rec,y_tgt_rec,x1_rec,pos_rec,draft_rec,rk_rus,yds_rus,att_rus,day_rus,g_number_rus,date_rus,age_rus,team_rus,home_away_rus,opp_rus,result_rus,att_2_rus,yds_2_rus,y_a_rus,td_rus,x1_rus,pos_rus,draft_rus,points,FPPG
Jerry Jeudy,WR,LV,8.930393571315062,17,0.5253172689008859,4,DEN,at LV,4 out of 5 stars,C+,10,47,53,5,Sun,4,2022-10-02,23-161,DEN,away,LVR,L 23-32,5,4,53,13.3,1,80,10.6,2,WR,1-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,7.5
Mack Hollins,WR,DEN,8.210521257295479,12,0.6842101047746233,4,LV,vs. DEN,2 out of 5 stars,C-,7.2,82,33,5,Sun,4,2022-10-02,29-016,LVR,home,DEN,W 32-23,5,3,33,11,0,60,6.6,2,WR,4-118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.800000000000001,12.4
Ashton Dulin,WR,TEN,5.168268211322397,12,0.4306890176101998,4,IND,vs. TEN,4 out of 5 stars,F,4.2,129,18,3,Sun,4,2022-10-02,25-140,IND,home,TEN,L 17-24,3,2,18,9,0,66.7,6,2,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,6
Isaiah McKenzie,WR,BAL,7.822025076749069,17,0.46011912216171,4,BUF,at BAL,4 out of 5 stars,C-,7.3,122,21,6,Sun,4,2022-10-02,27-176,BUF,away,BAL,W 23-20,6,4,21,5.3,1,66.7,3.5,2,WR,5-172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1,10.4
Breshad Perriman,WR,KC,5.9867633524011294,13,0.4605202578770099,4,TB,vs. KC,3 out of 5 stars,F,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1
Chris Olave,WR,MIN,8.002910065059318,19,0.4212057928978588,4,NO,vs. MIN,4 out of 5 stars,B,10.8,32,67,7,Sun,4,2022-10-02,22-097,NOR,home,MIN,L 25-28,7,4,67,16.8,1,57.1,9.6,4,WR,1-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7,11.8
Curtis Samuel,WR,DAL,7.172899742753074,19,0.3775210390922671,4,WAS,at DAL,3 out of 5 stars,B,10.5,74,38,7,Sun,4,2022-10-02,26-052,WAS,away,DAL,L 10-25,7,4,38,9.5,0,57.1,5.4,3,WR,2-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.800000000000001,14.7
Drake London,WR,CLE,11.387297704923991,21,0.5422522716630472,4,ATL,vs. CLE,3 out of 5 stars,A-,12.3,135,17,7,Sun,4,2022-10-02,21-070,ATL,home,CLE,W 23-20,7,2,17,8.5,0,28.6,2.4,1,WR,1-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,14.5
Noah Brown,WR,WAS,11.068223840622798,15,0.7378815893748532,4,DAL,vs. WAS,3 out of 5 stars,D+,7.1,36,61,6,Sun,4,2022-10-02,26-269,DAL,home,WAS,W 25-10,6,3,61,20.3,0,50,10.2,2,WR,7-239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6000000000000005,11.6
Garrett Wilson,WR,PIT,9.413381027767022,21,0.4482562394174772,4,NYJ,at PIT,3 out of 5 stars,B-,10.4,66,41,6,Sun,4,2022-10-02,22-072,NYJ,away,PIT,W 24-20,6,2,41,20.5,0,33.3,6.8,1,WR,1-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1000000000000005,14.1
Greg Dortch,WR,CAR,7.681615897866974,12,0.6401346581555812,4,ARI,at CAR,4 out of 5 stars,C,8.2,189,6,1,Sun,4,2022-10-02,24-126,ARI,away,CAR,W 26-16,1,1,6,6,0,100,6,1,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,11.9
JuJu Smith Schuster,WR,TB,4.307634755139971,15,0.28717565034266473,4,KC,at TB,2 out of 5 stars,C+,10.2,62,46,8,Sun,4,2022-10-02,25-314,KAN,away,TAM,W 41-31,8,5,46,9.2,0,62.5,5.8,3,WR,2-62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1000000000000005,7.6
Richie James Jr,WR,CHI,5.3503700047852725,12,0.44586416706543935,4,NYG,vs. CHI,3 out of 5 stars,C-,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4
Robbie Anderson,WR,ARI,8.01342574085555,14,0.5723875529182535,4,CAR,vs. ARI,3 out of 5 stars,C-,7.8,96,26,5,Sun,4,2022-10-02,29-146,CAR,home,ARI,L 16-26,5,3,26,8.7,0,60,5.2,1,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,7.8
Romeo Doubs,WR,NE,5.793509076833016,15,0.3862339384555344,4,GB,vs. NE,2 out of 5 stars,C+,8.9,58,47,8,Sun,4,2022-10-02,22-172,GNB,home,NWE,W 27-24 (OT),8,5,47,9.4,1,62.5,5.9,3,WR,4-132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2,9.3
Joshua Palmer,WR,HOU,4.795746142758053,17,0.2821027142798855,4,LAC,at HOU,4 out of 5 stars,C-,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8
DK Metcalf,WR,DET,6.347671175709484,18,0.3526483986505269,4,SEA,at DET,2 out of 5 stars,B+,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5
Gabe Davis,WR,BAL,7.634896624974508,22,0.34704075568065945,4,BUF,at BAL,4 out of 5 stars,B+,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
Treylon Burks,WR,IND,3.9632984376323743,13,0.3048691105871057,4,TEN,at IND,3 out of 5 stars,C,8.5,148,14,3,Sun,4,2022-10-02,22-193,TEN,away,IND,W 24-17,3,2,14,7,0,66.7,4.7,0,WR,1-18,94,4,1,NA,4,2022-10-02,22-193,TEN,away,IND,W 24-17,1,4,4,0,1,NA,1-18,2.8000000000000003,5.4
DJ Moore,WR,ARI,6.235196408865468,17,0.3667762593450275,4,CAR,vs. ARI,3 out of 5 stars,B-,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8
Marvin Jones Jr,WR,PHI,4.402233991249377,11,0.4002030901135797,4,JAC,at PHI,3 out of 5 stars,D,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3
Jahan Dotson,WR,DAL,5.774796223269073,16,0.36092476395431705,4,WAS,at DAL,3 out of 5 stars,C,8.1,64,43,4,Sun,4,2022-10-02,22-194,WAS,away,DAL,L 10-25,4,3,43,14.3,1,75,10.8,2,WR,1-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8,11.5
Taysom Hill,TE,MIN,0.25196996971457997,16,0.01574812310716124,4,NO,vs. MIN,2 out of 5 stars,F,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,21,5,NA,4,2022-10-02,32-040,NOR,home,MIN,L 25-28,5,21,4.2,1,3,NA,0,8.1,8.1
Allen Robinson II,WR,SF,3.410866925326136,12,0.2842389104438447,4,LAR,at SF,3 out of 5 stars,C,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1
Irv Smith Jr,TE,NO,3.056329499038184,12,0.25469412491984866,4,MIN,at NO,2 out of 5 stars,D,5.7,112,23,4,Sun,4,2022-10-02,24-054,MIN,away,NOR,W 28-25,4,3,23,7.7,0,75,5.8,1,TE,2-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8000000000000003,5.4
Isaiah Likely,TE,BUF,1.5481458747135215,11,0.1407405340648656,4,BAL,vs. BUF,2 out of 5 stars,F,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5
Christian Watson,WR,NE,2.2254110871228683,11,0.2023100988293517,4,GB,vs. NE,2 out of 5 stars,F,4.8,180,8,3,Sun,4,2022-10-02,23-143,GNB,home,NWE,W 27-24 (OT),3,1,8,8,0,33.3,2.7,0,WR,2-34,72,15,1,NA,4,2022-10-02,23-143,GNB,home,NWE,W 27-24 (OT),1,15,15,1,1,NA,2-34,8.8,3.8
Jelani Woods,TE,TEN,5.712878299559471,16,0.35705489372246696,4,IND,vs. TEN,2 out of 5 stars,F,3.6,85,33,1,Sun,4,2022-10-02,23-358,IND,home,TEN,L 17-24,1,1,33,33,0,100,33,1,TE,3-73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8000000000000003,14.3
