,,Receiving,,,,,,,,,,,,Receiving,,,,,,,,,
182,Jordan Akins,0,1,0,Thu,8,9,2022-11-03,30-198,HOU,,PHI,L 17-29,1,0,0,,0,0,0,,TE,3-98
183,Devin Asiasi,0,1,0,Sun,9,9,2022-11-06,25-084,CIN,,CAR,W 42-21,1,0,0,,0,0,0,,TE,3-91
184,David Bakhtiari,0,1,0,Sun,9,9,2022-11-06,31-037,GNB,@,DET,L 9-15,1,0,0,,0,0,0,,T,4-109
185,Dyami Brown,0,1,0,Sun,9,9,2022-11-06,23-005,WAS,,MIN,L 17-20,1,0,0,,0,0,0,,WR,3-82
186,Damiere Byrd,0,1,0,Sun,9,9,2022-11-06,29-283,ATL,,LAC,L 17-20,1,0,0,,0,0,0,,WR,
187,Chris Conley,0,1,0,Sun,8,9,2022-11-06,30-012,TEN,@,KAN,L 17-20 (OT),1,0,0,,0,0,0,,WR,3-76
188,Greg Dortch,0,1,0,Sun,9,9,2022-11-06,24-161,ARI,,SEA,L 21-31,1,1,0,0,0,100,0,,WR,
189,D'Wayne Eskridge,0,2,0,Sun,9,9,2022-11-06,25-228,SEA,@,ARI,W 31-21,2,0,0,,0,0,0,,WR,2-56
190,Kylen Granson,0,1,0,Sun,9,9,2022-11-06,24-224,IND,@,NWE,L 3-26,1,0,0,,0,0,0,,TE,4-127
191,Troy Hairston,0,1,0,Thu,8,9,2022-11-03,23-330,HOU,,PHI,L 17-29,1,0,0,,0,0,0,,FB,
192,Darrell Henderson,0,1,0,Sun,8,9,2022-11-06,25-079,LAR,@,TAM,L 13-16,1,0,0,,0,0,0,0,RB,3-70
193,Tyler Higbee,0,1,0,Sun,8,9,2022-11-06,29-309,LAR,@,TAM,L 13-16,1,0,0,,0,0,0,,TE,4-110
194,Taysom Hill,0,1,0,Mon,9,9,2022-11-07,32-076,NOR,,BAL,L 13-27,1,0,0,,0,0,0,0,TE,
195,Nyheim Hines,0,1,0,Sun,8,9,2022-11-06,25-359,BUF,@,NYJ,L 17-20,1,0,0,,0,0,0,,RB,4-104
196,Cody Hollister,0,1,0,Sun,8,9,2022-11-06,28-353,TEN,@,KAN,L 17-20 (OT),1,0,0,,0,0,0,,WR,
197,Brycen Hopkins,0,1,0,Sun,8,9,2022-11-06,25-224,LAR,@,TAM,L 13-16,1,0,0,,0,0,0,,TE,4-136
198,Van Jefferson,0,5,0,Sun,8,9,2022-11-06,26-103,LAR,@,TAM,L 13-16,5,0,0,,0,0,0,,WR,2-57
199,Jake Kumerow,0,1,0,Sun,8,9,2022-11-06,30-262,BUF,@,NYJ,L 17-20,1,0,0,,0,0,0,,WR,
200,Phillip Lindsay,0,1,0,Sun,9,9,2022-11-06,28-105,IND,@,NWE,L 3-26,1,0,0,,0,0,0,,RB,
